"","gene_id","gene_name","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000133800.9","ENSG00000133800.9","LYVE1","protein_coding",-2.4828024571402,1.45852574873837,-16.6376044403253,3.34024129412686e-56,5.70346200972161e-52,116.909276262032
"ENSG00000116678.20","ENSG00000116678.20","LEPR","protein_coding",-1.69059971369436,3.40539985813428,-14.6688923093503,5.22719118004866e-45,4.46271446996655e-41,91.4223560624304
"ENSG00000123612.16","ENSG00000123612.16","ACVR1C","protein_coding",-2.46619146036959,0.608456960902678,-14.3316325102044,3.46589143676819e-43,1.97266987609389e-39,87.1897332914561
"ENSG00000186642.16","ENSG00000186642.16","PDE2A","protein_coding",-1.58896986320954,2.93050668640477,-14.266246011815,7.75403452611274e-43,3.31000348833437e-39,86.4742610266626
"ENSG00000101605.13","ENSG00000101605.13","MYOM1","protein_coding",-1.64769070806687,1.45753496479982,-14.2212403798363,1.34765792404152e-42,4.6022518106018e-39,85.8721612661196
"ENSG00000131386.19","ENSG00000131386.19","GALNT15","protein_coding",-1.85594962873626,3.16532406791854,-14.119145491095,4.70049099188588e-42,1.33768139477419e-38,84.68262469716
"ENSG00000116194.13","ENSG00000116194.13","ANGPTL1","protein_coding",-1.97891425688602,1.28444310159683,-14.0677410193465,8.79571237406417e-42,2.14552555410208e-38,84.0276727186095
"ENSG00000164330.17","ENSG00000164330.17","EBF1","protein_coding",-1.50377777568304,3.53321571702519,-14.0351777463451,1.30704467044736e-41,2.78972346848609e-38,83.666572432642
"ENSG00000119927.14","ENSG00000119927.14","GPAM","protein_coding",-1.75023818409234,4.91773102643681,-13.9254872606615,4.93909122580015e-41,9.03727086949096e-38,82.3189836507773
"ENSG00000168497.5","ENSG00000168497.5","CAVIN2","protein_coding",-2.14499120073131,2.61517866024979,-13.9197651131124,5.29269157803277e-41,9.03727086949096e-38,82.2905238860862
"ENSG00000137727.12","ENSG00000137727.12","ARHGAP20","protein_coding",-1.70106486143007,1.28300916920096,-13.8894752250562,7.62937336710172e-41,1.18428682039329e-37,81.8751765307529
"ENSG00000141338.14","ENSG00000141338.14","ABCA8","protein_coding",-2.38802830087857,2.22323153157175,-13.8356127485427,1.4597548981349e-40,2.07710957380445e-37,81.2882028400918
"ENSG00000138722.10","ENSG00000138722.10","MMRN1","protein_coding",-2.33578746224468,1.74740187668595,-13.7958166276142,2.35490826467966e-40,3.09308143226194e-37,80.8129636827165
"ENSG00000154258.17","ENSG00000154258.17","ABCA9","protein_coding",-2.02771863735989,1.75828802248737,-13.6577785622258,1.2275413901497e-39,1.49716208834329e-36,79.1768795313232
"ENSG00000138640.15","ENSG00000138640.15","FAM13A","protein_coding",-1.23782919359178,4.18625609137438,-13.6223986275278,1.87060280306538e-39,2.12936952415609e-36,78.7338439262387
"ENSG00000134962.7","ENSG00000134962.7","KLB","protein_coding",-2.05974374750809,0.62836860873403,-13.5987119239816,2.47896260831227e-39,2.64551790855826e-36,78.4078324916059
"ENSG00000118596.12","ENSG00000118596.12","SLC16A7","protein_coding",-1.58915252354096,2.64800501520744,-13.5892499128529,2.7738096196499e-39,2.7860470150307e-36,78.3747952800545
"ENSG00000165197.5","ENSG00000165197.5","VEGFD","protein_coding",-2.76685752018113,-0.598272808599034,-13.5777822414033,3.17830608940997e-39,3.0149764709264e-36,78.0745839260157
"ENSG00000173641.18","ENSG00000173641.18","HSPB7","protein_coding",-2.12054236018407,1.51198613023272,-13.5117360882164,6.94982633016795e-39,6.24569918882199e-36,77.4588458096177
"ENSG00000154736.6","ENSG00000154736.6","ADAMTS5","protein_coding",-1.669342827394,3.75355078231337,-13.5010371904742,7.88680749496762e-39,6.73336189882861e-36,77.3116060899111
"ENSG00000152580.8","ENSG00000152580.8","IGSF10","protein_coding",-2.12451242444051,1.59623345318516,-13.3007530217939,8.30334059092951e-38,6.75140669476769e-35,75.0093513185445
"ENSG00000159433.12","ENSG00000159433.12","STARD9","protein_coding",-1.18875597732963,3.1205640552187,-13.2394121359403,1.6987030569429e-37,1.31842521351364e-34,74.2999702524673
"ENSG00000077616.11","ENSG00000077616.11","NAALAD2","protein_coding",-1.37358483637006,0.247927759988852,-13.2062684412338,2.49828490000127e-37,1.85470498554442e-34,73.753036673683
"ENSG00000138685.17","ENSG00000138685.17","FGF2","protein_coding",-1.86844729026162,2.47792655276191,-13.1765752202718,3.52746046878585e-37,2.40925550018074e-34,73.5797605051946
"ENSG00000168477.19","ENSG00000168477.19","TNXB","protein_coding",-2.08453632270926,3.62272893580499,-13.179626761962,3.40468394172642e-37,2.40925550018074e-34,73.5771591812764
"ENSG00000077157.22","ENSG00000077157.22","PPP1R12B","protein_coding",-1.14000078286959,5.72179368072094,-13.1673874703674,3.92436402692379e-37,2.57725060614322e-34,73.4092754762847
"ENSG00000169744.13","ENSG00000169744.13","LDB2","protein_coding",-1.14886105770648,3.71786371218295,-13.129014234015,6.12230679173197e-37,3.8574552292181e-34,73.0132976801296
"ENSG00000198947.16","ENSG00000198947.16","DMD","protein_coding",-1.77704518749428,3.7078420934786,-13.1261931228372,6.32554883854213e-37,3.8574552292181e-34,72.9660096790918
"ENSG00000106034.18","ENSG00000106034.18","CPED1","protein_coding",-1.53531410780773,3.2983790348032,-13.0787260572565,1.09496197282097e-36,6.44706058135108e-34,72.4415805337983
"ENSG00000163815.6","ENSG00000163815.6","CLEC3B","protein_coding",-1.77603381465683,1.54612168754568,-13.0492677344712,1.53803731420508e-36,8.75399571335057e-34,72.1150979444196
"ENSG00000174697.5","ENSG00000174697.5","LEP","protein_coding",-3.55078494233661,-0.0412786143622261,-13.0260952886922,2.00850171109613e-36,1.10629570054731e-33,71.8467892952223
"ENSG00000114698.15","ENSG00000114698.15","PLSCR4","protein_coding",-1.2535472896602,4.32799128410872,-13.0000490019501,2.70999638671516e-36,1.44603713447379e-33,71.5152444580496
"ENSG00000123243.15","ENSG00000123243.15","ITIH5","protein_coding",-1.95036940932189,4.14824167032056,-12.9273621372696,6.23731048148247e-36,3.22733565064585e-33,70.6831614627872
"ENSG00000165410.15","ENSG00000165410.15","CFL2","protein_coding",-0.958579782913976,4.16653906094331,-12.8607294965671,1.3351691126559e-35,6.51371788531416e-33,69.9481930985635
"ENSG00000084674.15","ENSG00000084674.15","APOB","protein_coding",-2.89879254253501,-2.57315143028544,-12.8758473243994,1.12371164567433e-35,5.64334598526153e-33,69.804158356659
"ENSG00000165810.17","ENSG00000165810.17","BTNL9","protein_coding",-1.93369521126893,2.48947344830728,-12.8192270003562,2.14173686836382e-35,1.01583769520312e-32,69.5168873793346
"ENSG00000184226.15","ENSG00000184226.15","PCDH9","protein_coding",-2.04382015189219,0.444981752855197,-12.8043982105437,2.53497422479968e-35,1.16985634833661e-32,69.2995025889892
"ENSG00000154262.13","ENSG00000154262.13","ABCA6","protein_coding",-1.58975331855753,2.40558432086356,-12.7938616196971,2.85727682892866e-35,1.28389478563044e-32,69.2382783498672
"ENSG00000167588.13","ENSG00000167588.13","GPD1","protein_coding",-2.83256311363851,2.74410356896073,-12.7881312491228,3.04935283135928e-35,1.3350692203964e-32,69.1389841721881
"ENSG00000185010.15","ENSG00000185010.15","F8","protein_coding",-1.00175161972065,4.26827017863348,-12.7329763544797,5.69741811624837e-35,2.43208535837352e-32,68.5059742963316
"ENSG00000161649.13","ENSG00000161649.13","CD300LG","protein_coding",-3.03818987282722,0.00637460232479778,-12.7245572353881,6.26669904567452e-35,2.60985088304616e-32,68.4332082998609
"ENSG00000181856.15","ENSG00000181856.15","SLC2A4","protein_coding",-1.98313379932951,0.233840889854939,-12.7170786061289,6.81964716806899e-35,2.77251131892328e-32,68.2981047262466
"ENSG00000134121.10","ENSG00000134121.10","CHL1","protein_coding",-2.02048958479046,2.32070300958459,-12.6684859080804,1.1802503258167e-34,4.68669170077214e-32,67.8308118117669
"ENSG00000046889.19","ENSG00000046889.19","PREX2","protein_coding",-1.3871184531038,3.05026046411174,-12.603335716835,2.45624358209891e-34,9.53189981007701e-32,67.0971674153135
"ENSG00000144642.22","ENSG00000144642.22","RBMS3","protein_coding",-1.28653043230242,3.78082129442357,-12.5708189638325,3.53727952670807e-34,1.31302278083783e-31,66.7090303529955
"ENSG00000169418.10","ENSG00000169418.10","NPR1","protein_coding",-1.50704035026563,3.26296913030376,-12.5621575055909,3.89770792658075e-34,1.38652839263263e-31,66.6298485965117
"ENSG00000198099.9","ENSG00000198099.9","ADH4","protein_coding",-2.46789141667763,-3.97591072897611,-12.5891720463841,2.87941789433007e-34,1.09257912323747e-31,66.4044285221561
"ENSG00000034971.17","ENSG00000034971.17","MYOC","protein_coding",-3.17576089049975,-3.72768148697938,-12.565382639287,3.75942028993709e-34,1.36578939256757e-31,66.2535630885713
"ENSG00000165072.10","ENSG00000165072.10","MAMDC2","protein_coding",-1.78662921540228,1.8830504129932,-12.5131998444971,6.73882104623255e-34,2.25618371302786e-31,66.1189915783746
"ENSG00000105971.15","ENSG00000105971.15","CAV2","protein_coding",-1.44003959758983,4.86286245343743,-12.5196598125978,6.2697466089502e-34,2.1848147622005e-31,66.1053616290239
"ENSG00000196549.12","ENSG00000196549.12","MME","protein_coding",-2.08527102149849,4.26148854154719,-12.5074041740959,7.18927703566591e-34,2.36070971892299e-31,65.9753372451484
"ENSG00000120907.18","ENSG00000120907.18","ADRA1A","protein_coding",-2.4354824992008,-2.49700038115467,-12.5139588782116,6.6819448260832e-34,2.25618371302786e-31,65.7774762634554
"ENSG00000149124.11","ENSG00000149124.11","GLYAT","protein_coding",-3.15617927125817,-2.6094995351699,-12.4732639604054,1.05200686222355e-33,3.389248523107e-31,65.3955002531395
"ENSG00000187824.9","ENSG00000187824.9","TMEM220","protein_coding",-1.21364912564965,1.51942942309838,-12.4414111572792,1.49955961191816e-33,4.74166303213011e-31,65.3085077487156
"ENSG00000149090.12","ENSG00000149090.12","PAMR1","protein_coding",-1.69111572611259,2.45246275531748,-12.4322035274956,1.66114825970816e-33,5.15711027900305e-31,65.2207723103061
"ENSG00000108381.11","ENSG00000108381.11","ASPA","protein_coding",-1.83945914716045,0.107219486020402,-12.4239734873806,1.82017448479595e-33,5.54990702283765e-31,65.0482051660234
"ENSG00000165124.18","ENSG00000165124.18","SVEP1","protein_coding",-1.79968593641999,4.4392206534588,-12.4131878468259,2.05171180470561e-33,6.14613667813127e-31,64.9352692800962
"ENSG00000165028.12","ENSG00000165028.12","NIPSNAP3B","protein_coding",-1.26957801939401,1.61037962777453,-12.3915390896003,2.6085092359436e-33,7.6793612420236e-31,64.7700749549245
"ENSG00000067113.17","ENSG00000067113.17","PLPP1","protein_coding",-0.992812147949306,4.5146005012158,-12.3787134340943,3.00679837847534e-33,8.55684705207773e-31,64.5692990630458
"ENSG00000187758.8","ENSG00000187758.8","ADH1A","protein_coding",-2.40023072828216,-4.22152473757054,-12.3894042540169,2.67096222526127e-33,7.72994576209088e-31,64.2000967639352
"ENSG00000022267.19","ENSG00000022267.19","FHL1","protein_coding",-2.04766127695205,5.09118214968272,-12.3111705508723,6.34286978346399e-33,1.77548363201062e-30,63.8082798235411
"ENSG00000138207.14","ENSG00000138207.14","RBP4","protein_coding",-2.54623853607409,1.67050258080777,-12.2827232495249,8.67791395779679e-33,2.36117763550686e-30,63.5902303029063
"ENSG00000120279.6","ENSG00000120279.6","MYCT1","protein_coding",-1.08018170538205,3.20984945916116,-12.2823691078803,8.71181206658461e-33,2.36117763550686e-30,63.5714246795757
"ENSG00000151623.15","ENSG00000151623.15","NR3C2","protein_coding",-1.38735976014494,2.70808859657829,-12.2599226853845,1.1151897137366e-32,2.92951759416191e-30,63.3368304884619
"ENSG00000170145.5","ENSG00000170145.5","SIK2","protein_coding",-1.08599385563159,5.61239352883358,-12.2619391472491,1.09073952284998e-32,2.91005896135365e-30,63.2685314404287
"ENSG00000136160.17","ENSG00000136160.17","EDNRB","protein_coding",-1.31762368351879,3.29014694035844,-12.2531757745784,1.20102871121335e-32,3.10720685514665e-30,63.2421343083227
"ENSG00000196159.14","ENSG00000196159.14","FAT4","protein_coding",-1.37323598606769,3.33754556690905,-12.2364426744357,1.44333010577226e-32,3.67833754568079e-30,63.0545499385486
"ENSG00000124743.6","ENSG00000124743.6","KLHL31","protein_coding",-1.56255948186281,0.93196064667487,-12.2303443559692,1.54323514309188e-32,3.87510883357262e-30,62.9980758977705
"ENSG00000132170.23","ENSG00000132170.23","PPARG","protein_coding",-1.46993033332987,3.09423235479499,-12.2143423288041,1.8392873233869e-32,4.55156971693207e-30,62.8245443095901
"ENSG00000170962.13","ENSG00000170962.13","PDGFD","protein_coding",-1.29687550456793,4.44398211633598,-12.2121458550349,1.88410611677486e-32,4.59587313484724e-30,62.7468475464709
"ENSG00000081377.17","ENSG00000081377.17","CDC14B","protein_coding",-1.04427724443609,3.63891389217977,-12.2009067557853,2.13100123713028e-32,5.12490790478866e-30,62.6668094848461
"ENSG00000136158.12","ENSG00000136158.12","SPRY2","protein_coding",-1.30333247047483,3.54272729008601,-12.1521829477088,3.63064830537371e-32,8.61018330753557e-30,62.1360605611561
"ENSG00000158445.10","ENSG00000158445.10","KCNB1","protein_coding",-1.94314579762436,0.876253402839677,-12.1392493688786,4.18108184929041e-32,9.64756386170727e-30,62.0289747510956
"ENSG00000166819.12","ENSG00000166819.12","PLIN1","protein_coding",-2.85111650811241,3.40913083356513,-12.1438265915933,3.97739420118048e-32,9.30328849111736e-30,62.0142294392936
"ENSG00000187288.12","ENSG00000187288.12","CIDEC","protein_coding",-3.16431381393546,0.84937937249116,-12.1233918031888,4.97031463980833e-32,1.11668582203588e-29,61.8727030950222
"ENSG00000133116.8","ENSG00000133116.8","KL","protein_coding",-1.5202502593948,0.714599136573446,-12.1258695599614,4.83788117588775e-32,1.10142428104378e-29,61.8540023264829
"ENSG00000165269.13","ENSG00000165269.13","AQP7","protein_coding",-2.69380230500513,0.518258979199697,-12.115867364041,5.39498369965049e-32,1.18101726501964e-29,61.7869853944447
"ENSG00000154721.15","ENSG00000154721.15","JAM2","protein_coding",-1.19478549490281,3.93419145445872,-12.1181082569191,5.26487224329116e-32,1.16750251369086e-29,61.7530419161764
"ENSG00000101938.15","ENSG00000101938.15","CHRDL1","protein_coding",-2.51419987919819,3.06267472694185,-12.1086378581108,5.83693215266566e-32,1.24582020633458e-29,61.6515675998293
"ENSG00000169291.10","ENSG00000169291.10","SHE","protein_coding",-1.15273667053075,2.85388841474696,-12.0912472207771,7.05302075621575e-32,1.46866255380956e-29,61.515448160051
"ENSG00000099260.11","ENSG00000099260.11","PALMD","protein_coding",-1.42720010489152,4.65920654333807,-12.0970489427197,6.62164041156825e-32,1.395858148488e-29,61.4939094901031
"ENSG00000018625.15","ENSG00000018625.15","ATP1A2","protein_coding",-2.46088786925281,0.869513679055836,-12.0768428328328,8.24865313866238e-32,1.69693677521277e-29,61.3718163750263
"ENSG00000189367.15","ENSG00000189367.15","KIAA0408","protein_coding",-1.88769684786129,-5.21335175450747,-12.1091846959338,5.80228068242319e-32,1.24582020633458e-29,61.0150553474019
"ENSG00000116183.11","ENSG00000116183.11","PAPPA2","protein_coding",-1.77096603450379,-1.01655662310815,-11.9985370171045,1.92748603714527e-31,3.9180742957447e-29,60.3560096344168
"ENSG00000196616.14","ENSG00000196616.14","ADH1B","protein_coding",-3.50953487903469,2.99418020995966,-11.9679007759206,2.68347951695366e-31,5.39063679435102e-29,60.1295478417443
"ENSG00000108001.15","ENSG00000108001.15","EBF3","protein_coding",-1.36575816447587,1.73269026562281,-11.954719551641,3.09342990569484e-31,6.14189716741156e-29,60.068984154755
"ENSG00000168917.9","ENSG00000168917.9","SLC35G2","protein_coding",-1.03809450654878,1.5940771696433,-11.9014042007019,5.490774668232e-31,1.07764341908117e-28,59.4931635911174
"ENSG00000153823.19","ENSG00000153823.19","PID1","protein_coding",-1.4247434075022,2.22987646145079,-11.8935189394398,5.97606467788887e-31,1.1595602769881e-28,59.4172618934609
"ENSG00000162733.19","ENSG00000162733.19","DDR2","protein_coding",-1.41181277488623,5.62224395108708,-11.8738977912473,7.37662643810906e-31,1.41523479135632e-28,59.0944253660036
"ENSG00000069122.19","ENSG00000069122.19","ADGRF5","protein_coding",-1.07908830196559,5.19077151694994,-11.860839456596,8.48495690297034e-31,1.60978487909132e-28,58.9612270569514
"ENSG00000145362.20","ENSG00000145362.20","ANK2","protein_coding",-1.33914126604832,3.63295127342262,-11.8349930983906,1.11897643702314e-30,2.05446480238389e-28,58.737065533643
"ENSG00000175445.17","ENSG00000175445.17","LPL","protein_coding",-2.20364969586387,4.79972012618601,-11.8389654296022,1.07242050430167e-30,2.01226155065395e-28,58.7290689383534
"ENSG00000095637.22","ENSG00000095637.22","SORBS1","protein_coding",-1.65405510600734,5.72116256421688,-11.8363086669155,1.10333963495676e-30,2.0477743768355e-28,58.6967028338958
"ENSG00000181092.10","ENSG00000181092.10","ADIPOQ","protein_coding",-3.39416936436299,2.04661133598237,-11.7967513667122,1.68363530752089e-30,3.02611293430728e-28,58.3463110155183
"ENSG00000120049.20","ENSG00000120049.20","KCNIP2","protein_coding",-1.97581286132317,1.2599568401478,-11.7861740073007,1.88470614450375e-30,3.35222473097932e-28,58.2883282093499
"ENSG00000167434.10","ENSG00000167434.10","CA4","protein_coding",-3.08770554918927,-2.46249634960387,-11.8025159026568,1.58318444414459e-30,2.87583770040095e-28,58.2595635524927
"ENSG00000109686.19","ENSG00000109686.19","SH3D19","protein_coding",-1.02011251111116,5.99057037035589,-11.7849242753553,1.90998644703901e-30,3.3621668642465e-28,58.1511478941847
"ENSG00000004846.16","ENSG00000004846.16","ABCB5","protein_coding",-2.4626745627222,-2.08159015311361,-11.7741372139316,2.1426818711386e-30,3.73329519894812e-28,57.9504900953867
"ENSG00000172901.20","ENSG00000172901.20","LVRN","protein_coding",-2.18124311251849,-1.13712573812467,-11.7635423782078,2.39861500469258e-30,4.13700517223493e-28,57.9144871771327
"ENSG00000105974.13","ENSG00000105974.13","CAV1","protein_coding",-1.56499166270116,6.30571741279485,-11.7405557797682,3.06308098412586e-30,5.2302107803949e-28,57.6885931102154
"ENSG00000079308.19","ENSG00000079308.19","TNS1","protein_coding",-1.36130231898084,7.35290884402625,-11.7343514195598,3.27185973314438e-30,5.5313866280634e-28,57.6350776782868
"ENSG00000131471.7","ENSG00000131471.7","AOC3","protein_coding",-1.71656057873473,4.95752436796552,-11.7104095776994,4.21877951650246e-30,7.06231963179211e-28,57.3721585547534
"ENSG00000183549.10","ENSG00000183549.10","ACSM5","protein_coding",-1.66849482883259,0.325938761999983,-11.7030815690972,4.55973690235649e-30,7.55898132113953e-28,57.3714771908683
"ENSG00000154263.17","ENSG00000154263.17","ABCA10","protein_coding",-1.88428135796197,0.621484478351988,-11.6827736076691,5.654470810501e-30,9.22844897174094e-28,57.1865886677308
"ENSG00000011523.14","ENSG00000011523.14","CEP68","protein_coding",-0.634784348200415,5.19759609593401,-11.6824332107835,5.67488809389633e-30,9.22844897174094e-28,57.0864403225283
"ENSG00000011304.22","ENSG00000011304.22","PTBP1","protein_coding",0.445262830752474,8.1699879151274,11.6790224980414,5.88355326350433e-30,9.47751622399401e-28,57.0434423112682
"ENSG00000131730.16","ENSG00000131730.16","CKMT2","protein_coding",-1.34157467552467,0.499514275953774,-11.6578366383192,7.3615832454837e-30,1.15320214602417e-27,56.8960098084512
"ENSG00000124440.16","ENSG00000124440.16","HIF3A","protein_coding",-2.36442926577308,-0.943567933800379,-11.6611364096212,7.10919842248603e-30,1.12397743577731e-27,56.8798763145239
"ENSG00000119771.15","ENSG00000119771.15","KLHL29","protein_coding",-1.36143211004245,2.05318720777762,-11.6512834581071,7.88950116745153e-30,1.21363272463275e-27,56.8759160010096
"ENSG00000146006.8","ENSG00000146006.8","LRRTM2","protein_coding",-1.66028122200324,-1.23101604560994,-11.6671555406042,6.67076552801662e-30,1.06451702234471e-27,56.8630331000016
"ENSG00000164849.10","ENSG00000164849.10","GPR146","protein_coding",-1.28244878282,-0.427102734426228,-11.656275229359,7.48409196880625e-30,1.16173518515788e-27,56.7979964861868
"ENSG00000157150.5","ENSG00000157150.5","TIMP4","protein_coding",-2.3269342551414,0.849313574303398,-11.6341833782969,9.45092286759515e-30,1.42809299083351e-27,56.698614302889
"ENSG00000094963.14","ENSG00000094963.14","FMO2","protein_coding",-2.01543645046366,3.44364563534332,-11.6410577481198,8.78937028117561e-30,1.33998658527744e-27,56.6851873859165
"ENSG00000129596.5","ENSG00000129596.5","CDO1","protein_coding",-1.84341550976609,1.57337958526566,-11.6110095819167,1.20672850818566e-29,1.77628355838535e-27,56.458028859119
"ENSG00000182463.16","ENSG00000182463.16","TSHZ2","protein_coding",-1.44934961735099,3.73439470302648,-11.6169884454138,1.13303282155891e-29,1.69706451123845e-27,56.4384863247562
"ENSG00000007314.12","ENSG00000007314.12","SCN4A","protein_coding",-1.76627306760553,0.571605559749547,-11.6078732598097,1.24727161401475e-29,1.82027032558135e-27,56.4017930167244
"ENSG00000147113.17","ENSG00000147113.17","DIPK2B","protein_coding",-1.06464076958536,4.34516141062634,-11.6113541592255,1.20235479209229e-29,1.77628355838535e-27,56.3637118156826
"ENSG00000130032.17","ENSG00000130032.17","PRRG3","protein_coding",-1.90446858996503,-0.524178793161369,-11.5963724805535,1.40786562258079e-29,2.0372292801328e-27,56.2148359264691
"ENSG00000221866.9","ENSG00000221866.9","PLXNA4","protein_coding",-1.58566708083136,2.97870576964267,-11.5723125037489,1.81329888767601e-29,2.55884946339403e-27,56.0091405149703
"ENSG00000170509.12","ENSG00000170509.12","HSD17B13","protein_coding",-2.2249598785177,-2.54479373417515,-11.5757718249616,1.74854968210579e-29,2.5089483883997e-27,55.8368346121208
"ENSG00000186439.14","ENSG00000186439.14","TRDN","protein_coding",-2.71467612615477,-2.82640229529643,-11.5726863330091,1.80618855214623e-29,2.55884946339403e-27,55.8167457910837
"ENSG00000205038.12","ENSG00000205038.12","PKHD1L1","protein_coding",-2.06504376029304,-0.6451267039826,-11.5557148279294,2.15865955708802e-29,3.02123868338343e-27,55.7954731295669
"ENSG00000177098.9","ENSG00000177098.9","SCN4B","protein_coding",-1.42466584295355,2.8933876162976,-11.5385515219327,2.58457402562783e-29,3.58793508029229e-27,55.6717921432565
"ENSG00000184811.4","ENSG00000184811.4","TRARG1","protein_coding",-3.26031907890145,0.645375874426421,-11.5331369793847,2.73552923697564e-29,3.76686788075476e-27,55.6482080422392
"ENSG00000151320.11","ENSG00000151320.11","AKAP6","protein_coding",-1.21509754378301,1.68602814498415,-11.5259522571099,2.94943788904434e-29,4.02893215643457e-27,55.5772688767963
"ENSG00000135917.16","ENSG00000135917.16","SLC19A3","protein_coding",-2.52489990944549,1.02998724153467,-11.5198653801066,3.14360683587635e-29,4.22654226162116e-27,55.5140188409919
"ENSG00000176438.12","ENSG00000176438.12","SYNE3","protein_coding",-1.27334690666295,3.77398363125197,-11.5239858527469,3.01082571417322e-29,4.08014675154823e-27,55.4756927968335
"ENSG00000132837.15","ENSG00000132837.15","DMGDH","protein_coding",-1.30158397554813,0.374004299498303,-11.4762978754114,4.95766811754329e-29,6.61345180523841e-27,55.0133433816518
"ENSG00000069431.11","ENSG00000069431.11","ABCC9","protein_coding",-1.19742757638777,3.39467338432678,-11.4497858533349,6.53707886853797e-29,8.65276137056479e-27,54.7327453385806
"ENSG00000155970.12","ENSG00000155970.12","MICU3","protein_coding",-1.33446533272019,0.729483217622836,-11.4422251704176,7.07286289145417e-29,9.28993337473692e-27,54.6877093188183
"ENSG00000112214.10","ENSG00000112214.10","FHL5","protein_coding",-1.5482647203681,0.446117288692816,-11.421376178062,8.78703874142924e-29,1.14533348480843e-26,54.4679802480331
"ENSG00000152270.9","ENSG00000152270.9","PDE3B","protein_coding",-1.6323289532833,2.41772315567908,-11.3978328556131,1.12229127967104e-28,1.43331003359213e-26,54.2353467636963
"ENSG00000165478.7","ENSG00000165478.7","HEPACAM","protein_coding",-2.69910296809727,-3.31410579161486,-11.4184346666069,9.06000825199408e-29,1.17196697653636e-26,54.1979031896826
"ENSG00000106823.12","ENSG00000106823.12","ECM2","protein_coding",-1.36080718871469,4.37081734647874,-11.3976158520723,1.12482310103277e-28,1.43331003359213e-26,54.1410738284189
"ENSG00000122707.12","ENSG00000122707.12","RECK","protein_coding",-1.07108654552037,3.93248581100421,-11.3928543937394,1.18182628269513e-28,1.48380027772201e-26,54.1224425279236
"ENSG00000133401.16","ENSG00000133401.16","PDZD2","protein_coding",-1.39923922975651,4.44249857701856,-11.3955520538632,1.14918716826817e-28,1.45350895542067e-26,54.1165447993626
"ENSG00000157554.19","ENSG00000157554.19","ERG","protein_coding",-0.968116060143684,3.93984386302489,-11.3602388859193,1.65739271694181e-28,2.06569201764828e-26,53.792669787661
"ENSG00000131016.17","ENSG00000131016.17","AKAP12","protein_coding",-1.46202099595103,4.93563982250714,-11.3258074626715,2.36652614979124e-28,2.92198076636819e-26,53.3880220188853
"ENSG00000137960.6","ENSG00000137960.6","GIPC2","protein_coding",-1.5061827589878,0.578434461450405,-11.3060157652368,2.90307307324541e-28,3.54071233754752e-26,53.2999946248524
"ENSG00000185271.9","ENSG00000185271.9","KLHL33","protein_coding",-1.61847228670151,-2.09719632622672,-11.3253126788875,2.37865491376386e-28,2.92198076636819e-26,53.291803235542
"ENSG00000103647.13","ENSG00000103647.13","CORO2B","protein_coding",-1.23808958123903,1.74776988861967,-11.2973655777717,3.17399983125615e-28,3.8436912850141e-26,53.2382513164473
"ENSG00000221818.9","ENSG00000221818.9","EBF2","protein_coding",-1.23711454834605,1.80177278056109,-11.2877373001893,3.50517295882365e-28,4.18718414171226e-26,53.140382939946
"ENSG00000155016.18","ENSG00000155016.18","CYP2U1","protein_coding",-0.822449459694532,3.3074588084138,-11.2876953052675,3.50669008647059e-28,4.18718414171226e-26,53.0965401329165
"ENSG00000189134.4","ENSG00000189134.4","NKAPL","protein_coding",-1.36320826607599,-1.59066223243715,-11.2856207191418,3.58245502675854e-28,4.24794580429876e-26,52.9195083630526
"ENSG00000137033.11","ENSG00000137033.11","IL33","protein_coding",-1.92326785761384,2.83928072813721,-11.2591145356196,4.70620624058339e-28,5.54196355572147e-26,52.7858064807876
"ENSG00000168079.17","ENSG00000168079.17","SCARA5","protein_coding",-2.78386512065602,0.3731757796607,-11.2427914688427,5.56582015218632e-28,6.44124738821392e-26,52.6849952023769
"ENSG00000160877.6","ENSG00000160877.6","NACC1","protein_coding",0.78656938921398,6.37011844258129,11.252819913091,5.0208479598493e-28,5.87198485715252e-26,52.6497625953225
"ENSG00000068976.14","ENSG00000068976.14","PYGM","protein_coding",-1.41841030154734,-0.0416144581279589,-11.2424906732608,5.58304312419127e-28,6.44124738821392e-26,52.6171362391058
"ENSG00000178385.15","ENSG00000178385.15","PLEKHM3","protein_coding",-0.889922028980637,3.75072874476113,-11.2407290288532,5.6849793894934e-28,6.51483376346308e-26,52.5874389099871
"ENSG00000078549.15","ENSG00000078549.15","ADCYAP1R1","protein_coding",-1.6105121398199,0.75450797604267,-11.2276876111827,6.49935542778845e-28,7.32044431889737e-26,52.5197457331549
"ENSG00000134548.11","ENSG00000134548.11","SPX","protein_coding",-2.62398857639679,-1.40363379247001,-11.2323794522854,6.19382989724776e-28,7.0506430330337e-26,52.4898553933227
"ENSG00000079435.10","ENSG00000079435.10","LIPE","protein_coding",-1.8506819854247,3.71367413160154,-11.2274295316227,6.51658879339619e-28,7.32044431889737e-26,52.4195710091334
"ENSG00000189056.14","ENSG00000189056.14","RELN","protein_coding",-2.10446468579965,0.601280565375798,-11.2124627967146,7.59761955854419e-28,8.47904274262366e-26,52.3738359551958
