"","gene_id","gene_name","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000168310.11","ENSG00000168310.11","IRF2","protein_coding",-0.0820874778259046,5.48666795099832,-2.0215432650999,0.0434403840812364,0.0650424901952921,-5.39465924024415
"ENSG00000186407.7","ENSG00000186407.7","CD300E","protein_coding",0.253453633428257,0.391268311783157,1.61811506229002,0.105894918747423,0.145198405011824,-5.39513789001002
"ENSG00000288674.1","ENSG00000288674.1","AL391628.1","protein_coding",-0.153911770626849,-2.96075909744215,-1.48881664838012,0.13679272741112,0.182436602401381,-5.39632685045357
"ENSG00000139168.9","ENSG00000139168.9","ZCRB1","protein_coding",0.0871147627526971,5.79412596750902,2.02523657228995,0.0430593177230632,0.0645285106302707,-5.39671485649201
"ENSG00000007516.14","ENSG00000007516.14","BAIAP3","protein_coding",0.362837822658606,3.15275718279753,1.81779615223668,0.0693391732007159,0.0992427814251654,-5.39844088579019
"ENSG00000243056.2","ENSG00000243056.2","EIF4EBP3","protein_coding",0.158901263512331,-1.11812725731829,1.54916284666577,0.121600556835481,0.164227596928406,-5.39904619131897
"ENSG00000166123.14","ENSG00000166123.14","GPT2","protein_coding",-0.237331735028171,5.24548024807039,-2.0147194722596,0.0441519517349868,0.0659517606399177,-5.40042286502072
"ENSG00000108651.10","ENSG00000108651.10","UTP6","protein_coding",0.0905157479017111,5.57897928261157,2.01669101138379,0.0439453598617535,0.0656776384804762,-5.40132945648083
"ENSG00000141448.11","ENSG00000141448.11","GATA6","protein_coding",-0.20768106869313,2.08613415432571,-1.75932985648291,0.0787708018274706,0.111240711372431,-5.4015422897956
"ENSG00000136918.8","ENSG00000136918.8","WDR38","protein_coding",0.305313963650772,-3.51281239795693,1.44961111686237,0.147422636085457,0.194772633175424,-5.40175136742783
"ENSG00000163866.9","ENSG00000163866.9","SMIM12","protein_coding",0.0842198604486377,5.02340333869399,1.99319297911079,0.0464615476312262,0.0690573577474919,-5.40189217263673
"ENSG00000132518.7","ENSG00000132518.7","GUCY2D","protein_coding",0.251336858750521,-1.05312584631084,1.54627860880995,0.122295266531334,0.165113598167354,-5.40214656164332
"ENSG00000243646.10","ENSG00000243646.10","IL10RB","protein_coding",-0.101903852930782,-0.584216305141533,-1.57911358549111,0.114567856713177,0.155838935185016,-5.40243637529163
"ENSG00000109475.16","ENSG00000109475.16","RPL34","protein_coding",-0.145970246860131,8.66676246264935,-2.0122273928434,0.0444142634286159,0.0663029854907866,-5.40486656236844
"ENSG00000182103.5","ENSG00000182103.5","FAM181B","protein_coding",-0.359813600891149,-1.80848736658576,-1.53398778519482,0.125290555092242,0.168730674990144,-5.40528818573038
"ENSG00000106571.15","ENSG00000106571.15","GLI3","protein_coding",-0.234806200886807,5.88046909644434,-2.02775468408209,0.0428011300921678,0.0641584844459454,-5.40560460425398
"ENSG00000142025.16","ENSG00000142025.16","DMRTC2","protein_coding",0.364347475079296,-4.35819905852122,1.41355995515998,0.157744894640591,0.207000774361212,-5.40568409075009
"ENSG00000175938.7","ENSG00000175938.7","ORAI3","protein_coding",0.157301997121226,3.41843975131164,1.85693483960131,0.0635600270082785,0.0917092666187558,-5.40601262673431
"ENSG00000068903.20","ENSG00000068903.20","SIRT2","protein_coding",-0.105228931323743,5.75454597454594,-2.02295537491472,0.0432943505801097,0.0648522709145866,-5.40669075112273
"ENSG00000152454.4","ENSG00000152454.4","ZNF256","protein_coding",-0.116827498205109,2.73680992206375,-1.81219400830085,0.0702006737984923,0.100341244358719,-5.40685398436404
"ENSG00000105281.12","ENSG00000105281.12","SLC1A5","protein_coding",0.179935602566329,7.0320971770917,2.03174692793962,0.0423944825867887,0.0635935860642553,-5.40823629216092
"ENSG00000188992.11","ENSG00000188992.11","LIPI","protein_coding",-0.218322025430619,-3.55411557856634,-1.45934344589561,0.144726661209529,0.191655633639887,-5.40860436779665
"ENSG00000119547.6","ENSG00000119547.6","ONECUT2","protein_coding",0.471699873287591,-0.632232428371598,1.55301716438336,0.12067701755922,0.163122235182369,-5.40867480510284
"ENSG00000100577.19","ENSG00000100577.19","GSTZ1","protein_coding",0.163646215528796,4.52440418779797,1.95314993493183,0.051028966452367,0.0752369918119478,-5.4094849916024
"ENSG00000176915.15","ENSG00000176915.15","ANKLE2","protein_coding",0.0726977230191945,6.4810692832072,2.02925567576303,0.0426478543314917,0.0639511822877159,-5.41063542346809
"ENSG00000173436.15","ENSG00000173436.15","MICOS10","protein_coding",-0.125692170632256,3.07843584886963,-1.84569481337278,0.0651774111427424,0.0938446998281749,-5.41102417440374
"ENSG00000183624.14","ENSG00000183624.14","HMCES","protein_coding",0.106777272939255,5.95861348362053,2.02127118023553,0.0434685695892155,0.0650732794788581,-5.41128792683554
"ENSG00000244219.7","ENSG00000244219.7","TMEM225B","protein_coding",-0.242517807964311,-1.53895369717345,-1.5356665078266,0.124878104467197,0.168254843665856,-5.41275199303133
"ENSG00000126003.7","ENSG00000126003.7","PLAGL2","protein_coding",0.109262875334093,4.97582157716507,1.98430714909265,0.0474441811123373,0.0703953243389955,-5.4130705256238
"ENSG00000197838.5","ENSG00000197838.5","CYP2A13","protein_coding",0.304347068362851,-4.99300561708914,1.38613109954471,0.165958815747275,0.216663871770374,-5.414994849249
"ENSG00000164756.12","ENSG00000164756.12","SLC30A8","protein_coding",0.671616046065941,-0.0837201183626369,1.56425903515048,0.118014710012932,0.159928664561176,-5.41568177377159
"ENSG00000187243.16","ENSG00000187243.16","MAGED4B","protein_coding",-0.220061582928111,-4.35436404579412,-1.42402328712457,0.154694086100694,0.203372460746023,-5.41585653853737
"ENSG00000204711.9","ENSG00000204711.9","C9orf135","protein_coding",-0.271865575897876,-5.09636208781737,-1.39706275737393,0.162647398677961,0.212714792618427,-5.4176115583511
"ENSG00000154930.15","ENSG00000154930.15","ACSS1","protein_coding",0.213805202490231,5.58674644489694,2.00510909087739,0.0451707845666508,0.0673263919758696,-5.41784612364301
"ENSG00000168306.13","ENSG00000168306.13","ACOX2","protein_coding",-0.353024116967573,3.51748772976063,-1.89910465066559,0.0577851787018609,0.0842022466576442,-5.41843187193887
"ENSG00000173213.9","ENSG00000173213.9","TUBB8B","protein_coding",0.287338380074285,-2.54166314929264,1.47481711029281,0.140518355829359,0.186778057433155,-5.41871073948944
"ENSG00000134326.11","ENSG00000134326.11","CMPK2","protein_coding",0.254191217142321,3.65489971167094,1.86852292683307,0.0619274600071876,0.0895772724811954,-5.42054908689168
"ENSG00000198373.13","ENSG00000198373.13","WWP2","protein_coding",-0.119260405970736,5.98024546510326,-2.02034704477697,0.043564417100196,0.0652053315204986,-5.42078889921421
"ENSG00000130813.18","ENSG00000130813.18","SHFL","protein_coding",0.144876708964494,3.78875002455861,1.88591400579801,0.0595426697230974,0.0864900965990546,-5.42093518723849
"ENSG00000178386.13","ENSG00000178386.13","ZNF223","protein_coding",-0.138816167387796,-0.139681772519226,-1.59053948109357,0.111970955123936,0.15264703063802,-5.42151077716314
"ENSG00000205476.9","ENSG00000205476.9","CCDC85C","protein_coding",0.137586340440988,4.19404384271002,1.92369810015264,0.0546236611668356,0.0799913391444012,-5.42289210722963
"ENSG00000115363.14","ENSG00000115363.14","EVA1A","protein_coding",0.192181927459922,2.2746089664948,1.73513024615037,0.0829689287132074,0.116638766489216,-5.42388811397583
"ENSG00000168676.11","ENSG00000168676.11","KCTD19","protein_coding",-0.238964874590031,-2.38947184705718,-1.49391212490631,0.135455796402527,0.180893768463409,-5.42483895868453
"ENSG00000213901.11","ENSG00000213901.11","SLC23A3","protein_coding",0.177266702945381,-1.96437052307318,1.49718522496667,0.134602358500593,0.179951086078737,-5.42511020493399
"ENSG00000153012.12","ENSG00000153012.12","LGI2","protein_coding",-0.191889755923983,2.07011615345767,-1.74615235001456,0.0810348402147925,0.114102679692305,-5.42561878127254
"ENSG00000173585.16","ENSG00000173585.16","CCR9","protein_coding",-0.19965729556909,-4.34661403987338,-1.41529813176881,0.15723495512311,0.206395053715183,-5.42774535497892
"ENSG00000198851.10","ENSG00000198851.10","CD3E","protein_coding",0.327179832464008,3.31768516164478,1.82328234457746,0.0685039478155825,0.0981872667632898,-5.42815798269297
"ENSG00000107014.9","ENSG00000107014.9","RLN2","protein_coding",0.305460239579508,-0.396501669869181,1.55566018701991,0.120046901766497,0.162411920423337,-5.4281581869042
"ENSG00000040341.18","ENSG00000040341.18","STAU2","protein_coding",0.137115710335003,5.80633301595725,2.00868206474768,0.0447897061744857,0.0668167248758818,-5.42889018127686
"ENSG00000185869.15","ENSG00000185869.15","ZNF829","protein_coding",-0.137837628354107,3.02564841188924,-1.83313740490867,0.0670244009014846,0.0961888487900525,-5.42940077635781
"ENSG00000162231.14","ENSG00000162231.14","NXF1","protein_coding",0.0849061039390149,6.41678624662971,2.01928569318772,0.0436747165528337,0.0653529770009084,-5.42944992620989
"ENSG00000071073.13","ENSG00000071073.13","MGAT4A","protein_coding",0.20648030463836,6.38859162967834,2.01799020032543,0.043809668749512,0.0655092472106067,-5.429498360204
"ENSG00000179335.18","ENSG00000179335.18","CLK3","protein_coding",0.0846939522442911,5.52502780412131,2.00028581810912,0.0456895524645211,0.0680164872128768,-5.43056777373008
"ENSG00000165181.16","ENSG00000165181.16","SHOC1","protein_coding",-0.230194566706091,-1.79717317571342,-1.51357469519535,0.130391375311442,0.174910262663436,-5.43176242644562
"ENSG00000142687.18","ENSG00000142687.18","KIAA0319L","protein_coding",0.134754619453348,7.03381228072591,2.01931606059842,0.0436715573843972,0.0653529770009084,-5.43316562314697
"ENSG00000161265.15","ENSG00000161265.15","U2AF1L4","protein_coding",0.123063640794943,0.860826168913583,1.62791359023807,0.103800040579876,0.142681186032957,-5.43342271055235
"ENSG00000263956.6","ENSG00000263956.6","NBPF11","protein_coding",-0.114932796425572,3.07454845727022,-1.83146761655892,0.0672732178689802,0.0965123672586823,-5.43412055414879
"ENSG00000010438.17","ENSG00000010438.17","PRSS3","protein_coding",-0.302859925620825,-3.56343503534806,-1.44114809851298,0.149798094694618,0.197574730952464,-5.43681620648841
"ENSG00000126653.18","ENSG00000126653.18","NSRP1","protein_coding",-0.106548486182965,5.39776456390096,-1.99758656026803,0.0459820586965704,0.0683982622392142,-5.43810072844008
"ENSG00000110048.12","ENSG00000110048.12","OSBP","protein_coding",-0.0966865590333432,6.70092187621449,-2.01609261894647,0.0440079771270569,0.0657597102865578,-5.43976915507422
"ENSG00000171466.10","ENSG00000171466.10","ZNF562","protein_coding",-0.107979201755321,5.23553901420363,-1.99117427099907,0.0466832662183882,0.0693687904167591,-5.44007755506328
"ENSG00000029639.11","ENSG00000029639.11","TFB1M","protein_coding",0.0930536886385247,3.11701208021291,1.81381486400954,0.0699505184389159,0.100018421506478,-5.44130166002194
"ENSG00000139291.14","ENSG00000139291.14","TMEM19","protein_coding",-0.103094443820003,4.81123097069897,-1.97012634348766,0.0490485698789138,0.0725551702921643,-5.44259681862103
"ENSG00000278662.5","ENSG00000278662.5","GOLGA6L10","protein_coding",0.193556425566213,-1.53631710015948,1.50212675059693,0.133321782634995,0.178398319283489,-5.44259977468827
"ENSG00000012048.23","ENSG00000012048.23","BRCA1","protein_coding",0.196837586748279,4.13747021257423,1.90485688239106,0.057032396583404,0.0831834092134299,-5.44336653378577
"ENSG00000198183.12","ENSG00000198183.12","BPIFA1","protein_coding",0.292486008295032,-5.66418398974172,1.34367925390521,0.179300654021317,0.232182516867434,-5.44476370602343
"ENSG00000108559.12","ENSG00000108559.12","NUP88","protein_coding",-0.099965214436212,5.10445770606876,-1.98278679926628,0.0476140486164001,0.0706289531860856,-5.44490410924464
"ENSG00000172789.3","ENSG00000172789.3","HOXC5","protein_coding",-0.210336667961503,-2.74499219261049,-1.46498138475501,0.143182277115692,0.189890282077705,-5.44542478735769
"ENSG00000150556.17","ENSG00000150556.17","LYPD6B","protein_coding",0.393125758300331,3.18884442561317,1.78770531276174,0.0740703839496826,0.1052954785434,-5.44544995583591
"ENSG00000102967.12","ENSG00000102967.12","DHODH","protein_coding",-0.0983546498303705,3.50177957688471,-1.86421728047659,0.062529950042563,0.0903374986865863,-5.44575620228819
"ENSG00000184828.10","ENSG00000184828.10","ZBTB7C","protein_coding",-0.309774330152911,4.27841301532234,-1.94351343698463,0.0521826514533808,0.0767061616362325,-5.44666550787209
"ENSG00000115641.19","ENSG00000115641.19","FHL2","protein_coding",-0.250306276776219,5.86707095192908,-2.00711693673684,0.044956300697046,0.0670418195984332,-5.44672832255516
"ENSG00000141380.14","ENSG00000141380.14","SS18","protein_coding",0.0800538290092678,6.81267683812246,2.01254253377519,0.0443810197223758,0.0662649450646701,-5.44685923684676
"ENSG00000118454.13","ENSG00000118454.13","ANKRD13C","protein_coding",-0.0789115807582377,4.91993622854308,-1.97218398171981,0.0488129823867409,0.0722442293710325,-5.44737906401244
"ENSG00000158865.12","ENSG00000158865.12","SLC5A11","protein_coding",0.246976197297992,-1.86129945043466,1.48352538054815,0.138191794352007,0.184015042389497,-5.44788544586543
"ENSG00000128383.13","ENSG00000128383.13","APOBEC3A","protein_coding",0.308329932841326,-0.965265242684675,1.51788099483609,0.129302104851474,0.173585458002903,-5.4480142994537
"ENSG00000105379.10","ENSG00000105379.10","ETFB","protein_coding",-0.195063389811196,3.21935180009818,-1.84196042487258,0.0657222352180946,0.0945494284563961,-5.44963819790176
"ENSG00000112799.9","ENSG00000112799.9","LY86","protein_coding",0.160248420575074,2.7048310906792,1.76182392212281,0.0783481484669588,0.110735422156553,-5.45052391353775
"ENSG00000135439.11","ENSG00000135439.11","AGAP2","protein_coding",0.16950946698717,1.98347911724901,1.69492502436652,0.0903434819154458,0.126051230078954,-5.45245623713664
"ENSG00000154380.17","ENSG00000154380.17","ENAH","protein_coding",0.156984547152927,8.03368882587542,2.00185308374604,0.0455204364675494,0.0677824585927798,-5.45288469726631
"ENSG00000126005.17","ENSG00000126005.17","MMP24OS","protein_coding",0.167894575010119,5.25607992474507,1.97463547798905,0.0485335428056744,0.0718680290874071,-5.45359178245231
"ENSG00000196155.13","ENSG00000196155.13","PLEKHG4","protein_coding",-0.213040932897559,3.97413415808521,-1.91098996963442,0.0562387879624109,0.0821100730618355,-5.4539816026387
"ENSG00000167740.10","ENSG00000167740.10","CYB5D2","protein_coding",-0.166867610529154,4.47049899913239,-1.94507712184125,0.0519939753854916,0.0764749013444112,-5.45441934146751
"ENSG00000100628.12","ENSG00000100628.12","ASB2","protein_coding",-0.206829457222928,0.404197087019768,-1.60228304429306,0.109350524360517,0.149432589312191,-5.45589944101193
"ENSG00000173064.13","ENSG00000173064.13","HECTD4","protein_coding",-0.130216915715196,6.24885566310878,-2.00591532604606,0.04508455664771,0.0672037367751766,-5.45636528966689
"ENSG00000163141.20","ENSG00000163141.20","BNIPL","protein_coding",0.362716512866786,4.39576918089792,1.90580802161019,0.0569087134714223,0.0830171962857357,-5.4563946173162
"ENSG00000118420.17","ENSG00000118420.17","UBE3D","protein_coding",-0.12472851337791,1.60320561171454,-1.681093514472,0.0929993546296199,0.129355162944018,-5.45769130455519
"ENSG00000132912.13","ENSG00000132912.13","DCTN4","protein_coding",-0.110658271143811,6.68588639371397,-2.00608797855219,0.0450661093091919,0.067182103758901,-5.45976378331378
"ENSG00000021852.13","ENSG00000021852.13","C8B","protein_coding",-0.263411213929147,-5.19444366950971,-1.36183223471085,0.173500912206968,0.225578929104848,-5.4598212790424
"ENSG00000079385.23","ENSG00000079385.23","CEACAM1","protein_coding",-0.26703984711483,4.41198036217289,-1.9439942724239,0.0521245723336298,0.0766405814687617,-5.46028261952678
"ENSG00000153214.11","ENSG00000153214.11","TMEM87B","protein_coding",0.127205785269911,6.28666506195517,2.00168251529835,0.0455388160279059,0.0678039138190175,-5.46117390170595
"ENSG00000057294.15","ENSG00000057294.15","PKP2","protein_coding",-0.217962244986484,4.4545823611534,-1.94423810007057,0.052095141586255,0.0766039048041082,-5.46131419944621
"ENSG00000156304.15","ENSG00000156304.15","SCAF4","protein_coding",0.0848898664618325,5.63172903603046,1.98804170794739,0.0470290863899147,0.0698461903198916,-5.46191232118274
"ENSG00000204946.10","ENSG00000204946.10","ZNF783","protein_coding",0.131115847808208,4.14799424421933,1.89768370293536,0.057972403372355,0.084442111889216,-5.46354756478139
"ENSG00000141665.13","ENSG00000141665.13","FBXO15","protein_coding",0.232038224354002,0.58951584240735,1.5856866646964,0.113068177271386,0.153983021766544,-5.4648678867508
"ENSG00000139722.7","ENSG00000139722.7","VPS37B","protein_coding",0.133709845348836,4.70086037806631,1.93755790240866,0.0529065111026143,0.0776966265655061,-5.46648825427914
"ENSG00000285589.1","ENSG00000285589.1","AC010422.8","protein_coding",0.159596805715176,-0.437918272721996,1.53382013062052,0.125331804988768,0.16877291562959,-5.46692732906862
"ENSG00000232593.7","ENSG00000232593.7","KANTR","protein_coding",-0.125800298334818,3.42677793852844,-1.84787249535679,0.0648614261171252,0.0934133646212814,-5.46807318936721
"ENSG00000178363.5","ENSG00000178363.5","CALML3","protein_coding",-0.316812657264284,-3.47659119571949,-1.42230885404169,0.155190868498168,0.203947054537537,-5.46840210688431
"ENSG00000175220.12","ENSG00000175220.12","ARHGAP1","protein_coding",0.0937529673332307,7.56669219385464,1.99740757254459,0.0460015104814572,0.0684212361908433,-5.47061769207872
"ENSG00000133703.13","ENSG00000133703.13","KRAS","protein_coding",0.119710676431297,5.82218187332346,1.98831326187668,0.0469990229463753,0.0698076128052678,-5.47080449920059
"ENSG00000175197.12","ENSG00000175197.12","DDIT3","protein_coding",0.141911143664095,3.19777671289458,1.79941338029826,0.0721990267380501,0.102973469892433,-5.47085692702584
"ENSG00000196431.4","ENSG00000196431.4","CRYBA4","protein_coding",0.209095618848588,-4.44999431129766,1.36654304048264,0.172019037819169,0.223839740189171,-5.47087140810688
"ENSG00000167515.10","ENSG00000167515.10","TRAPPC2L","protein_coding",0.121472449644357,4.85585418538493,1.94529520045055,0.051967707216191,0.076456022808587,-5.47172229108854
"ENSG00000141480.18","ENSG00000141480.18","ARRB2","protein_coding",0.114513220095911,5.26361220475138,1.96805002340089,0.0492872641027911,0.0728703813797868,-5.471968891212
"ENSG00000111834.13","ENSG00000111834.13","RSPH4A","protein_coding",-0.202237203228226,-0.26681867513714,-1.55284504323328,0.120718142206725,0.163164907637128,-5.47203077714891
"ENSG00000218739.10","ENSG00000218739.10","CEBPZOS","protein_coding",-0.115409167488815,5.14619164962461,-1.97093816536451,0.0489555071707442,0.0724300567490216,-5.47240060004239
"ENSG00000049089.15","ENSG00000049089.15","COL9A2","protein_coding",0.314210169121259,4.03729407349638,1.86637651536055,0.0622272038675594,0.0899533953639161,-5.4735715632679
"ENSG00000178445.10","ENSG00000178445.10","GLDC","protein_coding",0.403252190214581,0.394045320842977,1.56078807371249,0.118831736568573,0.160959217984165,-5.47395901294557
"ENSG00000115267.8","ENSG00000115267.8","IFIH1","protein_coding",0.207877489707391,5.38352025664835,1.96873877079924,0.0492079776137961,0.0727594577204337,-5.47468948962854
"ENSG00000133878.9","ENSG00000133878.9","DUSP26","protein_coding",-0.270050363694114,-2.79306715309915,-1.44341599471643,0.149158676998665,0.196807736712903,-5.47528928377872
"ENSG00000156510.13","ENSG00000156510.13","HKDC1","protein_coding",0.252813381832082,-3.48569581654082,1.3987532792241,0.162139792652373,0.212112144158542,-5.47612497806631
"ENSG00000136122.18","ENSG00000136122.18","BORA","protein_coding",0.136810448762993,2.05192950811097,1.69024227008757,0.0912357193982662,0.12721296004617,-5.477270849658
"ENSG00000101082.14","ENSG00000101082.14","SLA2","protein_coding",0.243619321613625,0.913941484257481,1.59806424615066,0.110286252971226,0.150614873988937,-5.47735300147939
"ENSG00000204195.4","ENSG00000204195.4","AWAT1","protein_coding",-0.237382732353291,-5.13370561560341,-1.34875234589106,0.17766549798192,0.230327110928653,-5.47947732171555
"ENSG00000134900.12","ENSG00000134900.12","TPP2","protein_coding",-0.105190991880006,5.90084337047321,-1.98941327710935,0.0468774069873894,0.0696390920749674,-5.47971678554223
"ENSG00000105245.9","ENSG00000105245.9","NUMBL","protein_coding",0.135711111346187,4.45547604516271,1.91284111374785,0.0560010701997478,0.0818049682317301,-5.48239883489691
"ENSG00000144035.4","ENSG00000144035.4","NAT8","protein_coding",0.227948420531821,-3.87118865498195,1.37874962006766,0.168223364516817,0.219318465994094,-5.48360836021058
"ENSG00000213799.13","ENSG00000213799.13","ZNF845","protein_coding",-0.0968655560064731,4.02753795199721,-1.89351249708225,0.0585249208370017,0.0851784029399764,-5.48401955180864
"ENSG00000186174.12","ENSG00000186174.12","BCL9L","protein_coding",-0.158788936560756,5.84943907346843,-1.98678133137356,0.0471688334559568,0.0700293740770769,-5.48455414090576
"ENSG00000092621.13","ENSG00000092621.13","PHGDH","protein_coding",-0.33051581465657,5.57018379098826,-1.98274471482271,0.0476187579502799,0.0706298029882756,-5.48603255032782
"ENSG00000196689.12","ENSG00000196689.12","TRPV1","protein_coding",0.137596599193326,2.77612157978873,1.74881543008796,0.0805730787869737,0.113569862992205,-5.4882023826205
"ENSG00000164794.9","ENSG00000164794.9","KCNV1","protein_coding",-0.25730350148087,-5.45923441281119,-1.32969072067346,0.183867432497011,0.237286403891351,-5.48893604571145
"ENSG00000177600.9","ENSG00000177600.9","RPLP2","protein_coding",0.170936979217759,9.15825156605546,1.96538417971939,0.0495951601689123,0.0732875257364065,-5.48916320671117
"ENSG00000197798.9","ENSG00000197798.9","FAM118B","protein_coding",-0.0876216619364278,3.79101687359912,-1.86933925357008,0.0618137753931421,0.089439048795687,-5.48919273996051
"ENSG00000169752.17","ENSG00000169752.17","NRG4","protein_coding",-0.164513116780862,-1.5690415126103,-1.48066637427673,0.138952326338991,0.184955641739809,-5.48984517269174
"ENSG00000138587.6","ENSG00000138587.6","MNS1","protein_coding",-0.167431850665785,1.75099513982305,-1.67643510756203,0.093907840505166,0.130470006234801,-5.49086129550376
"ENSG00000117318.9","ENSG00000117318.9","ID3","protein_coding",-0.175852842948885,4.99860254438598,-1.9561095848999,0.0506789579587887,0.0747790535038297,-5.49086228897429
"ENSG00000188000.5","ENSG00000188000.5","OR7D2","protein_coding",0.267755581296429,-3.4819443125697,1.38635436063543,0.165890681403057,0.216606868809431,-5.49231704924998
"ENSG00000185909.15","ENSG00000185909.15","KLHDC8B","protein_coding",-0.13073785286258,4.68479280794792,-1.9373449335346,0.0529325510072603,0.0777214987057331,-5.49265167988337
"ENSG00000236761.6","ENSG00000236761.6","CTAGE9","protein_coding",-0.224667354224132,-3.48258576477777,-1.40205140850271,0.161152924096699,0.211035062424353,-5.49279065488065
"ENSG00000104365.16","ENSG00000104365.16","IKBKB","protein_coding",0.156592682263495,6.38459954683195,1.98657652607531,0.0471915746972022,0.0700570455533584,-5.49285308754999
"ENSG00000130347.13","ENSG00000130347.13","RTN4IP1","protein_coding",0.127012339198681,2.94228917402198,1.76488929048623,0.077831213623022,0.110059459429656,-5.49287284140237
"ENSG00000188603.22","ENSG00000188603.22","CLN3","protein_coding",0.169743632663736,0.292718639022795,1.55399965385087,0.120442482970894,0.162843882867053,-5.49304509986187
"ENSG00000228696.10","ENSG00000228696.10","ARL17B","protein_coding",-0.23459085705459,-0.085985718817248,-1.55169369510843,0.120993514553829,0.163511219707687,-5.49310577820821
"ENSG00000168671.10","ENSG00000168671.10","UGT3A2","protein_coding",0.335931990208698,-2.12831309939607,1.43709700422114,0.150945479720017,0.198903693951172,-5.49318659239482
"ENSG00000146282.18","ENSG00000146282.18","RARS2","protein_coding",-0.0881623602126034,5.29438591274692,-1.9650951837549,0.0496286350758985,0.0733243007632575,-5.49406916319768
"ENSG00000162148.11","ENSG00000162148.11","PPP1R32","protein_coding",0.145132456791497,0.806912234917072,1.58371596151508,0.113516168047883,0.154521471755734,-5.4945903222015
"ENSG00000189043.10","ENSG00000189043.10","NDUFA4","protein_coding",0.124354841677315,7.31599268010141,1.98692528985923,0.0471528540679342,0.0700117376704328,-5.49545962347339
"ENSG00000175548.9","ENSG00000175548.9","ALG10B","protein_coding",-0.143417032230932,3.91522443120248,-1.88081875957616,0.0602333327620978,0.0874115380684021,-5.49572899497676
"ENSG00000138615.6","ENSG00000138615.6","CILP","protein_coding",-0.404577093335733,6.37370084398573,-1.98704589036365,0.0471394709247162,0.0699979533906887,-5.49707852196345
"ENSG00000012171.20","ENSG00000012171.20","SEMA3B","protein_coding",0.35506065093147,4.23839210021776,1.86923308450909,0.0618285510898757,0.089452847810509,-5.49796081615761
"ENSG00000132437.18","ENSG00000132437.18","DDC","protein_coding",-0.356698026697861,-3.08376697308989,-1.41806836986334,0.15642482036219,0.205402364503428,-5.49824010450954
"ENSG00000176136.6","ENSG00000176136.6","MC5R","protein_coding",0.270699347756544,-4.62446371613129,1.33709365040269,0.181439999080846,0.234579237094377,-5.49869175974167
"ENSG00000186047.10","ENSG00000186047.10","DLEU7","protein_coding",0.155897954967168,-0.890691897094426,1.4922809885077,0.135882663333692,0.181392891597435,-5.49894582590111
"ENSG00000137843.12","ENSG00000137843.12","PAK6","protein_coding",0.244431303020649,3.23493916391157,1.7791536850271,0.0754621677483317,0.107108604680196,-5.49991335582538
"ENSG00000173914.12","ENSG00000173914.12","RBM4B","protein_coding",0.0883054711417657,4.43372677935236,1.90421118533313,0.0571164884940318,0.0832989444000336,-5.501064726782
"ENSG00000166024.14","ENSG00000166024.14","R3HCC1L","protein_coding",-0.0749344810665242,4.15896346435405,-1.89311626754068,0.0585776323413216,0.0852405890768763,-5.50174890544315
"ENSG00000128656.15","ENSG00000128656.15","CHN1","protein_coding",-0.158268201926538,3.75183278852631,-1.86125138330423,0.0629477855614093,0.0908950053666861,-5.50375909136357
"ENSG00000266028.7","ENSG00000266028.7","SRGAP2","protein_coding",0.122123489286516,5.44899739667698,1.95920417585406,0.0503151470064926,0.0742679058727403,-5.50423637191063
"ENSG00000168778.12","ENSG00000168778.12","TCTN2","protein_coding",-0.133559564712153,4.25445913210311,-1.90266520629026,0.0573182476780089,0.0835646413167693,-5.50470810977167
"ENSG00000123901.9","ENSG00000123901.9","GPR83","protein_coding",-0.233338098862657,-2.19822652709939,-1.44522740058323,0.148649463569794,0.19625683062354,-5.50552641558381
"ENSG00000135625.8","ENSG00000135625.8","EGR4","protein_coding",0.301030271630695,-3.46288064398868,1.37573862682203,0.169153741343776,0.220447270145395,-5.50556778932142
"ENSG00000236782.7","ENSG00000236782.7","AL391650.1","protein_coding",-0.182003964015432,-3.25184272363015,-1.39993324127517,0.161786200281785,0.211750679887435,-5.50607402603202
"ENSG00000174938.14","ENSG00000174938.14","SEZ6L2","protein_coding",0.363110636659188,5.51188264141009,1.95181363206984,0.0511876606278111,0.075431889636651,-5.50626820347218
"ENSG00000271605.6","ENSG00000271605.6","MILR1","protein_coding",-0.142110339335355,1.92276443815966,-1.68006712176911,0.0931989134238835,0.129579956576241,-5.50705479681207
"ENSG00000057608.17","ENSG00000057608.17","GDI2","protein_coding",0.100317302358649,8.45435527142121,1.96763316022566,0.0493353042284446,0.0729350926147785,-5.50715204334941
"ENSG00000100196.11","ENSG00000100196.11","KDELR3","protein_coding",0.212841290632893,5.06954993001775,1.93562847052904,0.0531428162866299,0.0779966983061893,-5.50975007766792
"ENSG00000129437.11","ENSG00000129437.11","KLK14","protein_coding",-0.356781499093242,-1.06477317476299,-1.49471538284135,0.135245966007515,0.18065593910493,-5.51017796312478
"ENSG00000136193.17","ENSG00000136193.17","SCRN1","protein_coding",-0.212376584054841,6.31909921853634,-1.97968903452755,0.0479617439191209,0.0710953014514272,-5.51022591309645
"ENSG00000269855.2","ENSG00000269855.2","RNF225","protein_coding",0.273381846418251,-3.49035309118145,1.37295112505931,0.170018500707383,0.221405269949555,-5.51033586428982
